'Assignment group','Business service',Category,Company,'Created Time','Created by','Has Parent',Impact,'Major Problem','Opened by',Priority,Type,Urgency
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Network,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Other,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,True,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,'Inquiry / Help',Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FSC_L3WMSSTERLINGLOFT,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Standard,1
FXS_SDESK_GLB_ProblemMgmt,Network,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Proactive,2
Other,Computer,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Standard,1
FSC_L3WMSSTERLINGLOFT,Computer,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.25,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
Other,Network,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
FSC_ITL3O2STIBCO,Other,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Standard,1
FSC_L3WMSSTERLINGLOFT,Computer,Other,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.25,Other,2
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
Other,Computer,Other,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.25,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FSC_L3WMSSTERLINGLOFT,Server,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FSC_L3WMSSTERLINGLOFT,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Proactive,2
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FXO_SDESK_GLB_ProblemMgmt,Printer,Hardware,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FSC_L3WMSSTERLINGLOFT,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FSC_L3WMSSTERLINGLOFT,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,True,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FXO_SDESK_GLB_ProblemMgmt,Printer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FSC_L3WMSSTERLINGLOFT,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Standard,1
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Printer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Network,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FXS_EIS_GLB_ProblemMgmt,Network,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Other,1
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Standard,3
FXS_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Printer,Hardware,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Hardware,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FSC_L3WMSSTERLINGLOFT,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FXO_SDESK_GLB_ProblemMgmt,Printer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Printer,Hardware,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Printer,Hardware,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FSC_ITL3O2STIBCO,Database,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.25,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Proactive,2
Other,Server,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.5,Standard,1
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Proactive,2
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Other,2
FXS_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.5,Standard,1
FXS_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Proactive,1
FXS_SDESK_GLB_ProblemMgmt,Computer,'Inquiry / Help',Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Computer,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Standard,1
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
Other,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,ITCC,2
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.25,Standard,2
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.25,ITCC,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.25,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Scanner,Hardware,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.5,Proactive,1
FXO_SDESK_GLB_ProblemMgmt,Computer,Hardware,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.25,Proactive,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Hardware,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Scanner,Hardware,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.5,Proactive,1
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Proactive,2
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Proactive,1
FSC_L3WMSSTERLINGLOFT,Computer,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0,Standard,1
FXO_SDESK_GLB_ProblemMgmt,'Communication Device',Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FSC_L3WMSSTERLINGLOFT,Computer,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.25,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Other,1
Other,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FSC_L3WMSSTERLINGLOFT,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,ITCC,2
FSC_ITL3O2STIBCO,Computer,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.25,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FSC_L3WMSSTERLINGLOFT,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Printer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Computer,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0,Standard,1
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FSC_L3WMSSTERLINGLOFT,Computer,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0,Standard,1
FXO_SDESK_GLB_ProblemMgmt,Printer,Hardware,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Other,2
FXO_SDESK_GLB_ProblemMgmt,Network,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_SDESK_GLB_ProblemMgmt,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
FXO_SDESK_GLB_ProblemMgmt,Network,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Hardware,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Scanner,Hardware,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FSC_L3WMSSTERLINGLOFT,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,ITCC,2
Other,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,ITCC,2
Other,Computer,Other,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0,Standard,1
Other,Server,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.25,ITCC,2
Other,Network,Hardware,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Printer,Hardware,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,ITCC,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
Other,Server,Application,'FedEx Services',evening,Other,False,1,True,'Anjali Sharma',1,Other,3
Other,Server,Application,'FedEx Services',evening,Other,True,1,True,'Anjali Sharma',1,ITCC,3
Other,Computer,Application,Other,morning,Other,False,1,False,Other,1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Computer,Application,'FedEx Services',morning,ID836059,True,1,True,'Khouri Mitchell',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
FXS_APSCITL3OMSSTERLING,Database,Application,Other,night,Other,True,1,False,'Sathya Easwaran',0.75,Standard,2
Other,Other,Application,Other,morning,Other,False,1,False,'Michael Olton',1,Standard,3
FXS_APSCITL3OMSSTERLING,Database,Application,Other,night,Other,True,1,False,'Sathya Easwaran',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Mainframe,Hardware,'FedEx Services',afternoon,ID973921,False,1,True,'Stephen Barch',1,ITCC,3
Other,Server,Application,Other,evening,ID3667964,False,0.5,False,'DZundra Green',0.75,ITCC,3
Other,Server,Application,'FedEx Office',morning,Other,True,1,True,'David Light',1,ITCC,3
Other,Printer,Application,Other,morning,Other,False,1,False,'Michael Olton',1,Standard,3
FXO_BR_US_BusinessReadiness,Computer,Application,Other,morning,Other,False,0.5,True,'Matthew Gonderinger',0.5,Standard,2
FSC_L3WMSSTERLINGLOFT,Database,Application,Other,morning,Other,False,1,False,'Naveen Kumar',1,Standard,3
Other,Server,Application,Other,afternoon,Other,False,0,False,Other,0.25,Standard,2
Other,Server,Application,'FedEx Services',morning,ID836059,True,1,True,'Khouri Mitchell',1,ITCC,3
Other,Server,Application,'FedEx Services',morning,ID847287,True,1,True,'Logan Simmons',1,ITCC,3
Other,Server,Application,Other,morning,Other,False,1,False,'Stephen Wolff',1,Proactive,3
Other,Mainframe,Application,Other,morning,Other,False,1,False,'Stephen Wolff',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',evening,ID5305519,True,1,False,'Ashish Bisht',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',evening,ID3667964,True,1,False,'DZundra Green',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',evening,ID3667964,False,1,False,'DZundra Green',1,ITCC,3
Other,Printer,Hardware,Other,morning,Other,False,1,False,'Stephen Wolff',1,Standard,3
FXS_APSCITL3OMSSTERLING,Database,Application,Other,night,Other,True,1,False,'Sathya Easwaran',1,Standard,3
Other,Server,Application,'FedEx Services',morning,ID847287,True,1,True,'Logan Simmons',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Mainframe,Application,'FedEx Services',morning,ID973921,False,1,True,'Stephen Barch',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Network,Application,'FedEx Services',afternoon,ID973921,False,1,True,'Stephen Barch',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Mainframe,Application,'FedEx Express',afternoon,ID973921,False,1,True,'Stephen Barch',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',afternoon,ID973921,False,1,True,'Stephen Barch',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',afternoon,ID973921,False,1,True,'Stephen Barch',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Server,Application,'FedEx Express',morning,ID973921,False,1,True,'Stephen Barch',1,ITCC,3
FXS_SDESK_GLB_ProblemMgmt,Server,Application,Other,afternoon,Other,False,1,False,Other,0.75,Standard,2
Other,Mainframe,Hardware,Other,morning,Other,False,1,False,'Stephen Wolff',1,Standard,3
Other,Server,Application,Other,morning,Other,False,1,False,'Stephen Wolff',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Scanner,Hardware,'FedEx Services',night,Other,False,1,True,'Herman Holeyfield',1,ITCC,3
Other,Server,Application,Other,morning,Other,False,1,False,'Stephen Wolff',1,Standard,3
Other,Network,Network,Other,morning,Other,False,1,False,'Michael Olton',1,Standard,3
Other,Network,'Inquiry / Help',Other,morning,Other,False,1,False,'Michael Olton',1,Standard,3
Other,Database,Application,Other,morning,Other,False,1,False,'Sathya Easwaran',0.75,Standard,2
Other,Network,'Inquiry / Help',Other,morning,Other,False,1,False,Other,1,Proactive,3
FXS_EIS_GLB_ProblemMgmt,Network,Hardware,'FedEx Services',evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',morning,ID5285658,False,1,True,'Shafi Ahmed',1,Standard,3
Other,Database,Application,'FedEx Services',evening,Other,True,0.5,True,'Anjali Sharma',0.75,ITCC,3
Other,Mainframe,Application,Other,afternoon,Other,False,1,False,Other,1,Standard,3
Other,Server,Application,'FedEx Services',night,ID5285658,True,1,True,'Shafi Ahmed',1,Standard,3
